TransactionID,Products
TRAN11301,Hard Cheese
TRAN11301,Bottled Beer
TRAN11301,Rice
TRAN11301,Rolls/Buns
TRAN11302,Packaged Fruit/Vegetables
TRAN11302,Onions
TRAN11302,Bottled Beer
TRAN11302,Salt
TRAN11302,Bottled Water
TRAN11302,Root Vegetables
TRAN11302,Hard Cheese
TRAN11302,Pork
TRAN11302,Butter
TRAN11302,Chicken
TRAN11303,Shopping Bags
TRAN11303,White Bread
TRAN11303,Other Vegetables
TRAN11303,Butter
TRAN11303,Misc. Beverages
TRAN11303,Herbs
TRAN11303,Whole Milk
TRAN11303,Hygiene Articles
TRAN11303,Margarine
TRAN11304,Root Vegetables
TRAN11304,Grapes
TRAN11305,Chewing Gum
TRAN11305,Whole Milk
TRAN11305,Pip Fruit
TRAN11305,Tropical Fruit
TRAN11305,Chocolate
TRAN11306,Frankfurter
TRAN11306,Other Vegetables
TRAN11306,Whole Milk
TRAN11306,Margarine
TRAN11306,Salty Snack
TRAN11306,Ketchup
TRAN11306,Berries
TRAN11306,Domestic Eggs
TRAN11306,Canned Beer
TRAN11306,Tropical Fruit
TRAN11306,Misc. Beverages
TRAN11306,Whipped/Sour Cream
TRAN11306,Meat
TRAN11307,Salt
TRAN11307,Rolls/Buns
TRAN11307,Chocolate
TRAN11307,Specialty Bar
TRAN11307,Onions
TRAN11307,Other Vegetables
TRAN11307,Shopping Bags
TRAN11308,Sausage
TRAN11308,Canned Vegetables
TRAN11308,Organic Sausage
TRAN11308,Berries
TRAN11308,Citrus Fruit
TRAN11308,Domestic Eggs
TRAN11308,Rolls/Buns
TRAN11308,Newspapers
TRAN11308,Salty Snack
TRAN11308,Whipped/Sour Cream
TRAN11308,Yogurt
TRAN11309,Newspapers
TRAN11309,Soft Cheese
TRAN11309,Citrus Fruit
TRAN11309,Other Vegetables
TRAN11309,Rolls/Buns
TRAN11309,Pastry
TRAN11309,Canned Beer
TRAN11310,Softener
TRAN11310,Canned Beer
TRAN11310,Pastry
TRAN11310,Detergent
TRAN11310,Hygiene Articles
TRAN11310,Soda
TRAN11310,Shopping Bags
TRAN11310,Hamburger Meat
TRAN11311,Sugar
TRAN11311,Coffee
TRAN11311,Frozen Dessert
TRAN11311,Whole Milk
TRAN11311,Other Vegetables
TRAN11311,Frankfurter
TRAN11311,Cleaner
TRAN11311,Whipped/Sour Cream
TRAN11311,Sliced Cheese
TRAN11311,Shopping Bags
TRAN11311,Flour
TRAN11311,Root Vegetables
TRAN11311,Frozen Meals
TRAN11312,Sausage
TRAN11312,Pork
TRAN11313,Yogurt
TRAN11313,Other Vegetables
TRAN11313,Root Vegetables
TRAN11314,Newspapers
TRAN11314,Oil
TRAN11314,Dish Cleaner
TRAN11315,Canned Beer
TRAN11316,Newspapers
TRAN11317,Chewing Gum
TRAN11317,Pip Fruit
TRAN11317,Kitchen Towels
TRAN11317,Other Vegetables
TRAN11317,Root Vegetables
TRAN11317,Whole Milk
TRAN11318,Coffee
TRAN11319,Specialty Chocolate
TRAN11319,Red/Blush Wine
TRAN11320,Vinegar
TRAN11320,Onions
TRAN11320,Specialty Bar
TRAN11320,Pet Care
TRAN11321,Soft Cheese
TRAN11321,Whole Milk
TRAN11321,Domestic Eggs
TRAN11321,Berries
TRAN11321,Shopping Bags
TRAN11321,Other Vegetables
TRAN11321,Brown Bread
TRAN11321,Pastry
TRAN11321,Frankfurter
TRAN11321,Rolls/Buns
TRAN11322,Brown Bread
TRAN11322,Beef
TRAN11322,Tropical Fruit
TRAN11322,Other Vegetables
TRAN11322,Meat
TRAN11322,White Bread
TRAN11322,Pip Fruit
TRAN11322,Whole Milk
TRAN11322,Sugar
TRAN11322,Berries
TRAN11322,Detergent
TRAN11323,Bottled Beer
TRAN11323,Whole Milk
TRAN11323,Hygiene Articles
TRAN11323,Canned Fish
TRAN11323,Candles
TRAN11323,Soda
TRAN11324,Dessert
TRAN11324,Dishes
TRAN11325,Sweet Spreads
TRAN11325,Hamburger Meat
TRAN11325,Baking Powder
TRAN11326,Dishes
TRAN11326,Chewing Gum
TRAN11326,Napkins
TRAN11327,Fruit/Vegetable Juice
TRAN11327,Prosecco
TRAN11327,Bottled Beer
TRAN11327,Bottled Water
TRAN11328,Pastry
TRAN11328,Chocolate Marshmallow
TRAN11328,Beverages
TRAN11328,Long Life Bakery Product
TRAN11329,Coffee
TRAN11329,Yogurt
TRAN11329,Sugar
TRAN11329,Bottled Beer
TRAN11329,Fruit/Vegetable Juice
TRAN11329,Salty Snack
TRAN11329,Bottled Water
TRAN11329,Frozen Meals
TRAN11329,Whole Milk
TRAN11330,Citrus Fruit
TRAN11330,Oil
TRAN11330,Butter Milk
TRAN11330,Dish Cleaner
TRAN11330,Sugar
TRAN11330,Ketchup
TRAN11330,Grapes
TRAN11330,Yogurt
TRAN11330,Flour
TRAN11330,Domestic Eggs
TRAN11330,Detergent
TRAN11330,Dessert
TRAN11330,Pip Fruit
TRAN11330,Other Vegetables
TRAN11331,Tropical Fruit
TRAN11331,Whole Milk
TRAN11331,Cat Food
TRAN11331,Dish Cleaner
TRAN11331,Hard Cheese
TRAN11331,Bottled Water
TRAN11331,Rolls/Buns
TRAN11332,Soda
TRAN11332,Cat Food
TRAN11333,Whole Milk
TRAN11333,Pastry
TRAN11333,Soda
TRAN11333,Beverages
TRAN11334,Soda
TRAN11334,Fruit/Vegetable Juice
TRAN11335,Sausage
TRAN11335,Salty Snack
TRAN11335,Yogurt
TRAN11336,Root Vegetables
TRAN11336,Whole Milk
TRAN11336,Soft Cheese
TRAN11336,Domestic Eggs
TRAN11336,Butter
TRAN11336,Cream Cheese 
TRAN11336,Whipped/Sour Cream
TRAN11336,Brown Bread
TRAN11336,Jam
TRAN11336,Fruit/Vegetable Juice
TRAN11336,Yogurt
TRAN11336,Pot Plants
TRAN11336,Napkins
TRAN11336,Misc. Beverages
TRAN11337,Other Vegetables
TRAN11337,Berries
TRAN11337,Soda
TRAN11337,Yogurt
TRAN11337,Butter Milk
TRAN11337,Newspapers
TRAN11338,Other Vegetables
TRAN11339,Abrasive Cleaner
TRAN11339,Sausage
TRAN11339,Light Bulbs
TRAN11339,Root Vegetables
TRAN11339,Bottled Beer
TRAN11339,Pip Fruit
TRAN11340,Bottled Water
TRAN11340,Beverages
TRAN11340,Misc. Beverages
TRAN11341,Roll Products 
TRAN11341,Vinegar
TRAN11341,Shopping Bags
TRAN11341,Root Vegetables
TRAN11341,Chicken
TRAN11342,Whole Milk
TRAN11342,Chocolate
TRAN11342,Yogurt
TRAN11343,Hard Cheese
TRAN11343,Canned Vegetables
TRAN11343,Rolls/Buns
TRAN11343,Dog Food
TRAN11343,Sausage
TRAN11344,Red/Blush Wine
TRAN11344,Sugar
TRAN11344,White Bread
TRAN11344,Shopping Bags
TRAN11344,Ham
TRAN11344,Root Vegetables
TRAN11344,Whole Milk
TRAN11344,Brown Bread
TRAN11344,Dishes
TRAN11344,Citrus Fruit
TRAN11344,Onions
TRAN11344,Other Vegetables
TRAN11344,Hamburger Meat
TRAN11344,Soda
TRAN11345,Brown Bread
TRAN11345,Whole Milk
TRAN11346,Bottled Water
TRAN11346,Whole Milk
TRAN11346,Root Vegetables
TRAN11346,Onions
TRAN11346,Dishes
TRAN11347,Citrus Fruit
TRAN11347,Frozen Potato Products
TRAN11348,Ice Cream
TRAN11348,Detergent
TRAN11348,Butter
TRAN11348,Oil
TRAN11348,Napkins
TRAN11348,Chocolate Marshmallow
TRAN11348,Hygiene Articles
TRAN11348,Frankfurter
TRAN11348,Pastry
TRAN11348,Soda
TRAN11348,Chocolate
TRAN11348,Dessert
TRAN11348,Margarine
TRAN11348,Chicken
TRAN11348,Pot Plants
TRAN11348,Butter Milk
TRAN11348,Salty Snack
TRAN11349,Waffles
TRAN11349,Ice Cream
TRAN11349,Salty Snack
TRAN11350,Meat
TRAN11350,Domestic Eggs
TRAN11350,Chicken
TRAN11350,Sausage
TRAN11350,Tropical Fruit
TRAN11350,Brown Bread
TRAN11350,Frozen Vegetables
TRAN11350,Whole Milk
TRAN11350,Semi-Finished Bread
TRAN11350,Ham
TRAN11350,Newspapers
TRAN11350,Candy
TRAN11350,Other Vegetables
TRAN11350,Yogurt
TRAN11350,Butter
TRAN11350,Cream Cheese 
TRAN11350,Rolls/Buns
TRAN11351,Long Life Bakery Product
TRAN11351,Root Vegetables
TRAN11351,Pot Plants
TRAN11351,Fruit/Vegetable Juice
TRAN11352,Frozen Vegetables
TRAN11352,Other Vegetables
TRAN11352,Pastry
TRAN11352,House Keeping Products
TRAN11352,Detergent
TRAN11352,Fruit/Vegetable Juice
TRAN11352,Sliced Cheese
TRAN11352,Cat Food
TRAN11352,Whipped/Sour Cream
TRAN11352,Soft Cheese
TRAN11352,White Bread
TRAN11352,Bottled Water
TRAN11352,Yogurt
TRAN11352,Ham
TRAN11352,Oil
TRAN11352,Grapes
TRAN11352,Onions
TRAN11352,Semi-Finished Bread
TRAN11352,Tropical Fruit
TRAN11353,Coffee
TRAN11354,Frozen Meals
TRAN11354,Canned Beer
TRAN11354,Red/Blush Wine
TRAN11354,Citrus Fruit
TRAN11354,Salty Snack
TRAN11355,Pot Plants
TRAN11356,Other Vegetables
TRAN11356,Chocolate
TRAN11357,Whole Milk
TRAN11357,White Bread
TRAN11357,Pastry
TRAN11358,Zwieback
TRAN11358,Chocolate
TRAN11358,Oil
TRAN11358,Mustard
TRAN11359,Canned Beer
TRAN11359,Whole Milk
TRAN11359,Domestic Eggs
TRAN11359,Chicken
TRAN11359,Other Vegetables
TRAN11359,Pastry
TRAN11360,Dog Food
TRAN11360,Yogurt
TRAN11360,Butter
TRAN11361,Frozen Meals
TRAN11361,Ham
TRAN11361,Specialty Bar
TRAN11361,Hygiene Articles
TRAN11361,Sweet Spreads
TRAN11361,Dessert
TRAN11361,Newspapers
TRAN11361,Soda
TRAN11361,Shopping Bags
TRAN11361,Frozen Dessert
TRAN11361,Long Life Bakery Product
TRAN11361,White Bread
TRAN11362,Soda
TRAN11362,Chewing Gum
TRAN11362,Shopping Bags
TRAN11362,Butter Milk
TRAN11362,Whole Milk
TRAN11363,Cling Film/Bags
TRAN11363,Misc. Beverages
TRAN11363,Liquor
TRAN11363,Citrus Fruit
TRAN11364,Curd
TRAN11364,Herbs
TRAN11364,Yogurt
TRAN11364,Other Vegetables
TRAN11364,Cream Cheese 
TRAN11364,Ham
TRAN11364,Light Bulbs
TRAN11365,Canned Beer
TRAN11366,Brown Bread
TRAN11366,Packaged Fruit/Vegetables
TRAN11366,Waffles
TRAN11366,Frankfurter
TRAN11366,Margarine
TRAN11367,Chicken
TRAN11367,Tropical Fruit
TRAN11367,Candy
TRAN11367,Shopping Bags
TRAN11368,Bottled Beer
TRAN11368,Frankfurter
TRAN11369,Bottled Beer
TRAN11370,Other Vegetables
TRAN11370,Coffee
TRAN11370,Cream Cheese 
TRAN11370,Dishes
TRAN11371,Frozen Potato Products
TRAN11372,Whole Milk
TRAN11372,Chicken
TRAN11373,Meat
TRAN11373,Sausage
TRAN11373,Rolls/Buns
TRAN11373,Chocolate
TRAN11373,Domestic Eggs
TRAN11373,Margarine
TRAN11373,Grapes
TRAN11373,Yogurt
TRAN11373,Soda
TRAN11373,Other Vegetables
TRAN11373,Soft Cheese
TRAN11374,Canned Beer
TRAN11375,Chocolate
TRAN11375,Yogurt
TRAN11376,Pet Care
TRAN11376,Frozen Meals
TRAN11376,Soda
TRAN11377,Meat Spreads
TRAN11377,Bottled Water
TRAN11377,Canned Fruit
TRAN11378,Chocolate
TRAN11378,Butter
TRAN11378,Waffles
TRAN11379,Semi-Finished Bread
TRAN11379,Pastry
TRAN11379,Yogurt
TRAN11379,Shopping Bags
TRAN11379,Soda
TRAN11380,Canned Beer
TRAN11380,Citrus Fruit
TRAN11380,Whole Milk
TRAN11380,Soft Cheese
TRAN11381,Yogurt
TRAN11381,Meat
TRAN11382,Salty Snack
TRAN11382,Root Vegetables
TRAN11382,Butter
TRAN11382,Frozen Vegetables
TRAN11383,Sausage
TRAN11383,Dessert
TRAN11383,Fruit/Vegetable Juice
TRAN11383,Frankfurter
TRAN11383,Butter
TRAN11383,Pastry
TRAN11383,Whole Milk
TRAN11384,Whole Milk
TRAN11384,Other Vegetables
TRAN11384,Frozen Meals
TRAN11384,Pot Plants
TRAN11384,Shopping Bags
TRAN11384,Tropical Fruit
TRAN11384,Soda
TRAN11384,Newspapers
TRAN11384,White Bread
TRAN11384,Female Sanitary Products
TRAN11384,Packaged Fruit/Vegetables
TRAN11384,Instant Coffee
TRAN11385,Instant Coffee
TRAN11385,Sugar
TRAN11385,Yogurt
TRAN11386,White Bread
TRAN11386,Root Vegetables
TRAN11386,Sparkling Wine
TRAN11386,Other Vegetables
TRAN11387,Pastry
TRAN11387,Rolls/Buns
TRAN11387,Yogurt
TRAN11387,Soda
TRAN11388,Oil
TRAN11389,Grapes
TRAN11389,Rolls/Buns
TRAN11389,Oil
TRAN11389,Pip Fruit
TRAN11389,Berries
TRAN11389,Shopping Bags
TRAN11389,Citrus Fruit
TRAN11389,Soft Cheese
TRAN11390,Sweet Spreads
TRAN11390,Root Vegetables
TRAN11390,Chocolate
TRAN11390,Cream Cheese 
TRAN11390,Whole Milk
TRAN11390,Soda
TRAN11390,Beef
TRAN11390,Beverages
TRAN11390,Butter Milk
TRAN11390,Yogurt
TRAN11391,Sugar
TRAN11391,Citrus Fruit
TRAN11391,Bottled Beer
TRAN11391,Whole Milk
TRAN11391,Long Life Bakery Product
TRAN11391,Domestic Eggs
TRAN11391,Cream Cheese 
TRAN11391,Seasonal Products
TRAN11391,Onions
TRAN11391,Napkins
TRAN11391,Bottled Water
TRAN11391,Other Vegetables
TRAN11392,Misc. Beverages
TRAN11392,Dessert
TRAN11393,Curd
TRAN11393,Jam
TRAN11393,Shopping Bags
TRAN11394,Bottled Water
TRAN11395,Coffee
TRAN11395,Sausage
TRAN11395,Soda
TRAN11395,Domestic Eggs
TRAN11396,Herbs
TRAN11397,Bottled Beer
TRAN11397,Soda
TRAN11397,Dog Food
TRAN11397,Fruit/Vegetable Juice
TRAN11398,Hygiene Articles
TRAN11398,Soda
TRAN11398,Misc. Beverages
TRAN11398,Whole Milk
TRAN11398,Shopping Bags
TRAN11398,Chewing Gum
TRAN11398,Bottled Water
TRAN11398,Pastry
TRAN11398,Specialty Bar
TRAN11398,Packaged Fruit/Vegetables
TRAN11398,Pot Plants
TRAN11399,Specialty Bar
TRAN11399,Frankfurter
TRAN11399,Specialty Fat
TRAN11399,Pork
TRAN11400,Spread Cheese
TRAN11400,Rolls/Buns
TRAN11400,Waffles
TRAN11400,Beef
TRAN11400,Tropical Fruit
TRAN11400,Chocolate
TRAN11400,Hair Spray
TRAN11400,Specialty Chocolate
TRAN11400,Shopping Bags
TRAN11400,Finished Products
TRAN11401,Oil
TRAN11402,Curd
TRAN11403,Pot Plants
TRAN11403,Herbs
TRAN11404,Shopping Bags
TRAN11404,Soda
TRAN11404,Sliced Cheese
TRAN11404,Rolls/Buns
TRAN11404,Other Vegetables
TRAN11404,Sausage
TRAN11404,Coffee
TRAN11405,Sugar
TRAN11405,Pudding Powder
TRAN11405,Whole Milk
TRAN11406,Sausage
TRAN11406,Waffles
TRAN11407,Soda
TRAN11408,Bottled Water
TRAN11408,Canned Beer
TRAN11408,Soda
TRAN11408,Whole Milk
TRAN11409,Female Sanitary Products
TRAN11409,Whole Milk
TRAN11409,Root Vegetables
TRAN11409,Brown Bread
TRAN11409,Dish Cleaner
TRAN11409,Napkins
TRAN11409,Detergent
TRAN11409,Shopping Bags
TRAN11409,Brandy
TRAN11410,Sugar
TRAN11411,Dishes
TRAN11411,Cream Cheese 
TRAN11412,Misc. Beverages
TRAN11412,Other Vegetables
TRAN11412,Long Life Bakery Product
TRAN11412,Candy
TRAN11412,Chocolate
TRAN11412,Shopping Bags
TRAN11413,Frozen Fruits
TRAN11413,Detergent
TRAN11414,Whipped/Sour Cream
TRAN11415,Yogurt
TRAN11416,Yogurt
TRAN11416,Other Vegetables
TRAN11416,Shopping Bags
TRAN11416,Beef
TRAN11416,Pork
TRAN11417,Sugar
TRAN11417,Butter
TRAN11417,Baking Powder
TRAN11417,Grapes
TRAN11417,Salt
TRAN11417,Domestic Eggs
TRAN11418,Whole Milk
TRAN11418,Soda
TRAN11419,Citrus Fruit
TRAN11419,Domestic Eggs
TRAN11419,Waffles
TRAN11419,Cat Food
TRAN11419,Frozen Meals
TRAN11419,Coffee
TRAN11419,Hygiene Articles
TRAN11419,Soda
TRAN11419,Fruit/Vegetable Juice
TRAN11419,Bottled Water
TRAN11419,Sausage
TRAN11419,Ham
TRAN11419,Butter Milk
TRAN11419,Berries
TRAN11419,Grapes
TRAN11420,Canned Beer
TRAN11421,Spices
TRAN11421,Meat
TRAN11421,Coffee
TRAN11421,Hamburger Meat
TRAN11422,Soda
TRAN11423,Bottled Beer
TRAN11424,Whole Milk
TRAN11424,Yogurt
TRAN11425,Chicken
TRAN11425,Whole Milk
TRAN11426,Pip Fruit
TRAN11427,Pork
TRAN11427,Uht-Milk
TRAN11427,Rolls/Buns
TRAN11427,Margarine
TRAN11428,Oil
TRAN11429,Shopping Bags
TRAN11429,Whole Milk
TRAN11430,Rolls/Buns
TRAN11430,Coffee
TRAN11430,Pastry
TRAN11430,Pip Fruit
TRAN11430,Whole Milk
TRAN11430,Chocolate
TRAN11430,Root Vegetables
TRAN11431,Root Vegetables
TRAN11431,Detergent
TRAN11431,Coffee
TRAN11432,Dessert
TRAN11432,Whole Milk
TRAN11432,Ham
TRAN11432,Curd
TRAN11433,Ice Cream
TRAN11433,Bottled Beer
TRAN11433,Soda
TRAN11433,Chocolate Marshmallow
TRAN11434,Whole Milk
TRAN11434,Soda
TRAN11434,Brown Bread
TRAN11434,Sausage
TRAN11435,Detergent
TRAN11436,Oil
TRAN11436,Cling Film/Bags
TRAN11436,Female Sanitary Products
TRAN11437,Soda
TRAN11437,Salty Snack
TRAN11437,Rolls/Buns
TRAN11437,Frozen Potato Products
TRAN11437,Tropical Fruit
TRAN11437,Specialty Bar
TRAN11437,Long Life Bakery Product
TRAN11437,Pip Fruit
TRAN11437,Photo/Film
TRAN11437,Chewing Gum
TRAN11437,Pastry
TRAN11437,Grapes
TRAN11437,Ice Cream
TRAN11437,Napkins
TRAN11437,Misc. Beverages
TRAN11438,Photo/Film
TRAN11439,Uht-Milk
TRAN11439,Coffee
TRAN11440,Shopping Bags
TRAN11440,Bottled Beer
TRAN11440,Meat
TRAN11441,Root Vegetables
TRAN11441,Bottled Water
TRAN11441,Condensed Milk
TRAN11441,Fruit/Vegetable Juice
TRAN11441,Roll Products 
TRAN11441,Oil
TRAN11441,Butter
TRAN11441,Whole Milk
TRAN11441,Grapes
TRAN11441,Whipped/Sour Cream
TRAN11442,Baking Powder
TRAN11442,Whole Milk
TRAN11442,Pip Fruit
TRAN11442,Curd
TRAN11442,Grapes
TRAN11442,Frozen Vegetables
TRAN11442,Whipped/Sour Cream
TRAN11442,Tropical Fruit
TRAN11442,Liver Loaf
TRAN11443,Root Vegetables
TRAN11443,Other Vegetables
TRAN11443,Soda
TRAN11443,Bottled Beer
TRAN11443,Beef
TRAN11443,Hygiene Articles
TRAN11444,Flour
TRAN11444,Specialty Chocolate
TRAN11444,White Wine
TRAN11444,Butter
TRAN11444,Oil
TRAN11444,Sugar
TRAN11444,Shopping Bags
TRAN11444,Domestic Eggs
TRAN11444,Root Vegetables
TRAN11444,Baking Powder
TRAN11444,Whole Milk
TRAN11445,Bottled Water
TRAN11445,Brown Bread
TRAN11445,Pork
TRAN11445,Fruit/Vegetable Juice
TRAN11446,Shopping Bags
TRAN11446,Butter Milk
TRAN11447,Specialty Chocolate
TRAN11447,Brown Bread
TRAN11447,Shopping Bags
TRAN11448,Roll Products 
TRAN11448,Vinegar
TRAN11448,Curd
TRAN11448,Canned Beer
TRAN11448,Newspapers
TRAN11448,Herbs
TRAN11449,Newspapers
TRAN11450,Brandy
TRAN11451,Pastry
TRAN11451,Bottled Beer
TRAN11451,Shopping Bags
TRAN11451,Long Life Bakery Product
TRAN11451,Sugar
TRAN11452,Beverages
TRAN11452,Chocolate
TRAN11452,Soda
TRAN11453,Uht-Milk
TRAN11454,Pasta
TRAN11454,Cream Cheese 
TRAN11454,Jam
TRAN11454,Sweet Spreads
TRAN11454,Coffee
TRAN11454,Chocolate
TRAN11454,Soda
TRAN11455,Red/Blush Wine
TRAN11455,Liquor
TRAN11455,Rolls/Buns
TRAN11456,Rolls/Buns
TRAN11457,Rolls/Buns
TRAN11457,Bottled Water
TRAN11458,Sausage
TRAN11458,Whole Milk
TRAN11458,Pastry
TRAN11458,Brown Bread
TRAN11459,Shopping Bags
TRAN11459,Rolls/Buns
TRAN11459,Soda
TRAN11459,Hard Cheese
TRAN11460,Canned Beer
TRAN11461,Canned Beer
TRAN11462,Tropical Fruit
TRAN11462,Yogurt
TRAN11462,Cream Cheese 
TRAN11462,Berries
TRAN11462,Meat Spreads
TRAN11462,Citrus Fruit
TRAN11462,Brown Bread
TRAN11463,Yogurt
TRAN11464,Beverages
TRAN11464,Pot Plants
TRAN11464,Yogurt
TRAN11464,Fruit/Vegetable Juice
TRAN11464,Rolls/Buns
TRAN11465,Salty Snack
TRAN11466,Frozen Vegetables
TRAN11466,Tropical Fruit
TRAN11467,Other Vegetables
TRAN11467,Whole Milk
TRAN11467,Frozen Vegetables
TRAN11467,Fruit/Vegetable Juice
TRAN11467,Citrus Fruit
TRAN11467,Cleaner
TRAN11467,Brown Bread
TRAN11467,Rolls/Buns
TRAN11467,Butter
TRAN11468,Rolls/Buns
TRAN11469,Whipped/Sour Cream
TRAN11469,Salty Snack
TRAN11470,Butter Milk
TRAN11470,Whole Milk
TRAN11470,Whipped/Sour Cream
TRAN11470,Citrus Fruit
TRAN11471,Butter Milk
TRAN11472,Other Vegetables
TRAN11472,Soups
TRAN11472,Bottled Beer
TRAN11472,Bottled Water
TRAN11472,Whole Milk
TRAN11473,Canned Beer
TRAN11474,Soda
TRAN11474,Fruit/Vegetable Juice
TRAN11475,Whole Milk
TRAN11475,Tropical Fruit
TRAN11476,Soda
TRAN11476,Liquor (Appetizer)
TRAN11476,Bottled Beer
TRAN11476,Bathroom Cleaner
TRAN11476,Coffee
TRAN11477,Frozen Vegetables
TRAN11477,Whole Milk
TRAN11477,Ham
TRAN11477,Other Vegetables
TRAN11478,Whipped/Sour Cream
TRAN11479,Citrus Fruit
TRAN11479,Whole Milk
TRAN11479,Tropical Fruit
TRAN11479,Newspapers
TRAN11479,Decalcifier
TRAN11479,Rolls/Buns
TRAN11479,Bottled Water
TRAN11479,Long Life Bakery Product
TRAN11480,Dessert
TRAN11480,Fruit/Vegetable Juice
TRAN11480,Newspapers
TRAN11481,Rolls/Buns
TRAN11481,Whole Milk
TRAN11482,Canned Beer
TRAN11483,Soda
TRAN11483,Rolls/Buns
TRAN11484,Fish
TRAN11484,Yogurt
TRAN11484,Dessert
TRAN11484,Cling Film/Bags
TRAN11485,Rolls/Buns
TRAN11485,Meat
TRAN11485,Cling Film/Bags
TRAN11485,Fruit/Vegetable Juice
TRAN11485,Other Vegetables
TRAN11486,Sausage
TRAN11486,Rolls/Buns
TRAN11487,Other Vegetables
TRAN11487,Oil
TRAN11487,Dishes
TRAN11487,Margarine
TRAN11488,Other Vegetables
TRAN11488,Napkins
TRAN11488,Tropical Fruit
TRAN11488,Waffles
TRAN11489,Baby Cosmetics
TRAN11490,Coffee
TRAN11490,Citrus Fruit
TRAN11491,Bottled Water
TRAN11491,Domestic Eggs
TRAN11491,Whole Milk
TRAN11491,Rolls/Buns
TRAN11491,Tropical Fruit
TRAN11491,Whipped/Sour Cream
TRAN11491,Yogurt
TRAN11491,Root Vegetables
TRAN11491,Margarine
TRAN11492,Spices
TRAN11493,Hamburger Meat
TRAN11493,Yogurt
TRAN11493,Root Vegetables
TRAN11493,Sausage
TRAN11493,Citrus Fruit
TRAN11493,Rolls/Buns
TRAN11493,Whole Milk
TRAN11494,Coffee
TRAN11494,Sausage
TRAN11494,Rolls/Buns
TRAN11494,Condensed Milk
TRAN11495,Beef
TRAN11495,Candles
TRAN11495,Margarine
TRAN11495,Other Vegetables
TRAN11496,Salty Snack
TRAN11496,Canned Beer
TRAN11496,Shopping Bags
TRAN11497,Canned Beer
TRAN11498,Rolls/Buns
TRAN11498,Shopping Bags
TRAN11498,Waffles
TRAN11498,Soda
TRAN11499,Bottled Water
TRAN11499,Newspapers
TRAN11499,Beverages
TRAN11499,Whole Milk
TRAN11500,Pot Plants
TRAN11500,Brown Bread
TRAN11500,Root Vegetables
TRAN11501,Yogurt
TRAN11502,Shopping Bags
TRAN11502,Onions
TRAN11503,Tropical Fruit
TRAN11503,Rolls/Buns
TRAN11503,Rice
TRAN11503,Hamburger Meat
TRAN11503,Citrus Fruit
TRAN11503,Coffee
TRAN11504,Dishes
TRAN11504,Napkins
TRAN11505,Other Vegetables
TRAN11505,Butter Milk
TRAN11505,Uht-Milk
TRAN11505,Bottled Water
TRAN11505,Brown Bread
TRAN11506,Chicken
TRAN11506,Other Vegetables
TRAN11506,Newspapers
TRAN11506,Whole Milk
TRAN11506,Rolls/Buns
TRAN11506,Curd
TRAN11506,Uht-Milk
TRAN11507,Margarine
TRAN11507,Frozen Potato Products
TRAN11507,Soda
TRAN11507,Whole Milk
TRAN11507,Detergent
TRAN11507,Meat
TRAN11508,Rolls/Buns
TRAN11509,Soda
TRAN11509,Jam
TRAN11509,Rolls/Buns
TRAN11509,Yogurt
TRAN11509,Butter
TRAN11510,Fish
TRAN11510,Sausage
TRAN11510,Brown Bread
TRAN11510,Shopping Bags
TRAN11510,Other Vegetables
TRAN11511,Rolls/Buns
TRAN11512,Other Vegetables
TRAN11512,Rolls/Buns
TRAN11513,Whole Milk
TRAN11513,Frankfurter
TRAN11514,Newspapers
TRAN11515,Pastry
TRAN11515,Citrus Fruit
TRAN11515,Turkey
TRAN11515,Cat Food
TRAN11515,Napkins
TRAN11515,Onions
TRAN11515,Fruit/Vegetable Juice
TRAN11515,Grapes
TRAN11515,Rolls/Buns
TRAN11515,Tropical Fruit
TRAN11515,Pickled Vegetables
TRAN11515,Other Vegetables
TRAN11515,Jam
TRAN11515,Brown Bread
TRAN11515,Root Vegetables
TRAN11516,Oil
TRAN11516,Onions
TRAN11516,Butter
TRAN11516,Roll Products 
TRAN11516,Napkins
TRAN11516,Newspapers
TRAN11517,Newspapers
TRAN11517,Curd
TRAN11517,Ice Cream
TRAN11517,Instant Food Products
TRAN11517,Canned Fish
TRAN11517,Whole Milk
TRAN11518,Frozen Vegetables
TRAN11518,Yogurt
TRAN11518,Sweet Spreads
TRAN11518,Newspapers
TRAN11518,Skin Care
TRAN11518,Bottled Water
TRAN11519,Flower (Seeds)
TRAN11519,Whipped/Sour Cream
TRAN11520,Brown Bread
TRAN11520,Frozen Vegetables
TRAN11521,Domestic Eggs
TRAN11521,Citrus Fruit
TRAN11521,Detergent
TRAN11521,Dog Food
TRAN11521,Misc. Beverages
TRAN11521,Canned Fruit
TRAN11521,Whole Milk
TRAN11522,Onions
TRAN11522,Oil
TRAN11522,Yogurt
TRAN11523,Rolls/Buns
TRAN11523,Soda
TRAN11523,Butter Milk
TRAN11523,Sausage
TRAN11524,Dishes
TRAN11524,Butter
TRAN11524,Napkins
TRAN11524,Pastry
TRAN11524,Other Vegetables
TRAN11525,Brown Bread
TRAN11525,Frankfurter
TRAN11525,Sugar
TRAN11526,Domestic Eggs
TRAN11526,White Wine
TRAN11526,Rolls/Buns
TRAN11527,Soda
TRAN11527,Rolls/Buns
TRAN11527,Canned Fish
TRAN11528,Bottled Beer
TRAN11529,Waffles
TRAN11530,Napkins
TRAN11530,Coffee
